"artifactNumber","ObjectName","GeneralDescription","model","SerialNumber","Manufacturer","ManuCountry","ManuProvince","ManuCity","BeginDate","EndDate","date_qualifier","patent","NumberOfComponents","ArtifactFinish","ContextCanada","ContextFunction","ContextTechnical","group1","category1","subcategory1","group2","category2","subcategory2","group3","category3","subcategory3","material","Length","Width","Height","Thickness","Weight","Diameter","image","thumbnail"
"1966.0197.014","Disk, music box","METAL","Sang an Aegir (1Theil), Bichiung u. Composition von S.M. dem Deutschen Kaiser Wilhem II, No. 3500","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENTED (3500) BRIVETE S.G.D.G","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.014.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.014.aa.cs.thumb.png"
"1966.0197.015","Disk, music box","METAL","Standchen, von Schubert, No. 3040","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.015.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.015.aa.cs.thumb.png"
"1966.0197.016","Disk, music box","METAL","Fair Elsa, No. 3106","","SYMPHONION MUSIKWERKE","Germany","","","","","","Brevete PATENT S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.016.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.016.aa.cs.thumb.png"
"1966.0198.001","Mandolin","WOOD BODY, NECK, HEAD/ STEEL STRINGS/ METAL TAILPIECE & PEGS/ IVORY? TUNING PEGS & TRIM/ SYNTHETIC? PLECTRUM/ WOOD CASE WITH FELT LINING AND SYNTHETIC? COVERING","HOWE-ORME","1431","HOWE, ELIAS CO.","United States of America","Massachusetts","Boston","1900","","circa","PATENTED AUGUST 24, 1897~ PART (TAILPIECE?) PATENTED MAY 15, 1894","1","DARK BROWN STAINED & VARNISHED BACK, SIDES, & HEAD FRONT/ MEDIUM BROWN STAINED NECK & HEAD BACK/ GOLD STAINED & VARNISHED FRONT/ FLAT BLACK PAINTED BRIDGE & FINGERBOARD/ PLATED METAL TAILPIECE/ METALLIC PEGS/ WHITE SHELL PLECTRUM/ BLACK CASE EXTERIOR WITH RED LINING","","","","Communications","Music","Instruments","","","","","","","wood->~metal->steel~bone->ivory~fibre->felt~synthetic","61.2 cm","22.3 cm","9.4 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0198.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0198.001.aa.cs.thumb.png"
"1966.0199.001","Airplane model","METAL","CANADAIR CL-44","","Raise Up","Netherlands","","Rotterdam","","","","","2","UNDERSIDE WINGS, RUDDER & ELIVATORS SILVER/GREY IN COLOUR WITH BLACK MARKINGS/ TOP OF FUSELAGE & TAIL FIN WHITE WITH RED & BLACK MARKINGS/ RED & WHITE STRIP DOWN LENGTH OF FUSELAGE ENDING IN LIGHTING SHAPE UNDER COCKPIT/ WINDOWS GREEN/ RED ENSIGN ON TAIL/ CANADIAN ROUNDELS ON FUSELAGE & WINGS/ STAND CHROME WITH BLACK & BLUE MARKINGS","","REPRESENTATION OF AN EXISTING AIRCRAFT ON A SMALLER SCALE","","Aviation","Models","","","","","","","","metal","42.8 cm","43.7 cm","25.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0199.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0199.001.aa.cs.thumb.png"
"1966.0200.001","Airplane model","AIRCRAFT PLASTIC, STAND METAL WITH FELT ON THE BOTTOM","Canadair CL-41 Tutor","","Unknown","Unknown","","","1960","","after","","2","AIRCRAFT SILVER WITH BLACK PRINT ON FUSELAGE, BLACK ON NOSE IN FRONT OF WINDSHIELD, RED ON WING & TAIL TIPS/ STAND BLACK WITH A PLAQUE, COLOUR UNDETERMINED & GREEN FELT ON BOTTOM","","REPRESENTATION OF AN EXISTING AIRCRAFT ON A SMALLER SCALE","","Aviation","Models","","","","","","","","synthetic->plastic~metal->~fibre->felt","24.5 cm","27.4 cm","15.6 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0200.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0200.001.aa.cs.thumb.png"
"1966.0201.001","Airplane model","PLASTIC MODEL, METAL PEG HOLDING MODEL ONTO STAND","LOCKHEED P-3C ORION/CP-140 AURORA","","Unknown","Unknown","","","1975","","after","","2","FUSELAGE BOTTOM 3/4 LIGHT BLUE WITH BLACK PRINT, TOP WHITE WITH RED PRINT, A RED-WHITE-RED STRIPE DOWN LENGTH OF FUSELAGE ENDING IN A 'Z' BEHIND COCKPIT, NOSE BLACK/ PROPS LIGHT BLUE WITH WHITE & RED TIPS, HUBS BLACK.","","REPRESENTATION OF AN EXISTING AIRCRAFT ON A SMALLER SCALE","","Aviation","Models","","","","","","","","synthetic->plastic~metal","41.6 cm","35.9 cm","20.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0201.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0201.001.aa.cs.thumb.png"
"1966.0201.002","Stand","WOOD STAND","","","Unknown","Unknown","","","","","","","2","STAND STAINED LIGHT BROWN, PLAQUE IS A CANADIAN FLAG WITH BLACK PRINT ACROSS BOTTOM","","","","Aviation","Models","","","","","","","","wood","","","","","","","",""
"1966.0202.001","Airplane model","","AVRO CANADA CF-105 ARROW","","","","","","1953","","circa","","1","","","WIND TUNNEL MODEL USED IN STABILITY & DIRECTIONAL CONTROL TESTS","","Aviation","Models","","Aviation","Research","","","","","","67.0 cm","45.5 cm","16.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0202.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0202.001.aa.cs.thumb.png"
"1966.0203.001","Airplane model","METAL, ALUMINUM","AVRO CANADA CF-105 ARROW","","Unknown","Unknown","","","1953","","circa","","1","POLISHED METAL SILVER IN COLOUR","","USED DURING EXPERIMENTAL STAGE OF AIRCRAFT DEVELOPMENT TO DETERMINE STRUCTURAL INTEGRITY & AIR FLOW","","Aviation","Models","","Aviation","Research","","","","","metal->aluminum","19.3 cm","12.3 cm","4.6 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0203.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0203.001.aa.cs.thumb.png"
"1966.0204.001","Airplane model","Pine & aluminum","AVRO CANADA CF-105 ARROW","","Unknown","Unknown","","","1953","","circa","","1","","FIRST FLUTTER MODELS (WITH 660205) TO BE TESTED IN CANADA.","TO TEST THE AERODYNAMIC & DYNAMIC BALANCE OF A SURFACE","","Aviation","Models","","Aviation","Research","","","","","wood->pine~metal->aluminum","55.3 cm","48.5 cm","4.6 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0204.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0204.001.aa.cs.thumb.png"
"1966.0205.001","Wing model","PINE & ALUMINUM","AVRO CANADA CF-105 ARROW","","Unknown","Unknown","","","1953","","circa","","1","","FIRST FLUTTER MODELS (WITH 660204) TO BE TESTED IN CANADA.","TO TEST THE AERODYNAMIC & DYNAMIC BALANCE OF A SURFACE.","","Aviation","Models","","Aviation","Research","","","","","wood->pine~metal->aluminum","27.7 cm","21.5 cm","1.3 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0205.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0205.001.aa.cs.thumb.png"
"1966.0206.001","Airplane model","METAL, SILVER PLATED~ STONE, MARBLE~ FIBRE, FELT","AVRO CANADA CF-105 ARROW","","Birks, Henry & Sons Ltd.","Canada","Québec","Montréal","1950","","circa","","2","MODEL SILVER IN COLOUR/ STAND BASE GREEN & BROWN, POST SILVER, PLAQUE SILVER WITH INCISED MARKINGS/ GREEN FELT ON UNDERSIDE OF STAND BASE","TO COMMEMORATE THE UNVEILING OF THE AVRO ARROW.","REPRESENTATION OF AN ACTUAL AIRCRAFT ON A SMALLER SCALE","","Aviation","Models","","","","","","","","metal->silver~stone->marble~fibre->felt","29.4 cm","19.4 cm","22.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0206.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0206.001.aa.cs.thumb.png"
"1966.0207.001","Camera","WOODEN BODY~ FABRIC BELLOWS~ METAL BRACKETS, RAILS, ADJUSTING SCREWS","WIZARD VIEW","","GUNDLACH-MANHATTAN OPTICAL CO.","United States of America","New york","Rochester","","","","","1","WOOD-STAINED & LAQUERED/ SOME METAL PARTS-NICKEL PLATED/ BELLOWS-BLACK","","STILL PHOTOGRAPHS","","Photography","Still cameras","View","","","","","","","wood~fibre~metal","235.0 cm","215.0 cm","260.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0207.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0207.001.aa.cs.thumb.png"
"1966.0208.001","Auger","IRON OR STEEL AUGER/ HARDWOOD HANDLE","","","Unknown","Unknown","","","","","","","1","SLIGHTLY PITTED SURFACE, NOW RUSTED~ HANDLE BEARS REMAINS OF BLACK AND WHITE PAINT.","","USED TO BORE LARGE, DEEP HOLES IN WOOD.","","Industrial Technology","Tools-Hand","Tools","","","","","","","metal->iron - possible~wood","53.5 cm","31.3 cm","5.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0208.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0208.001.aa.cs.thumb.png"
"1966.0209.001","Drawknife","STEEL BLADE/ HARDWOOD HANDLES","","","Bocker","","","","","","","","1","HANDLES PAINTED BLACK","","DRAWKNIVES ARE USED IN MANY TRADES FOR THE REMOVAL OF SURPLUS WOOD AND FOR ROUNDING AND CHAMFERING. (SALAMAN, P. 175).","EXAMPLE OF RELATIVELY MODERN DRAWKNIFE.","Industrial Technology","Tools-Hand","Tools","","","","","","","metal->steel~wood","49.0 cm","9.5 cm","5.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0209.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0209.001.aa.cs.thumb.png"
"1966.0210.001","Wedge, saw","SOLID STEEL","DC370","","Unknown","Unknown","","","","","","","1","SLIGHTLY PITTED SURFACE, NOW RUSTED/ TWO OBLONG GROOVES ON BOTH FACE AND REVERSE.","","USED FOR SPLITTING OR RIVING TIMBER, PARTICULARLY HARDWOODS. GROOVES ALONG WEDGE ARE BELIEVED TO RELIEVE PRESSURE OF AIR WHICH BUILDS UP WHEN DRIVING INTO SAPPY WOOD (SALAMAN, P. 503)","","Forestry","Harvesting","Felling","","","","","","","metal->steel","23.6 cm","5.0 cm","4.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0210.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0210.001.aa.cs.thumb.png"
"1966.0212.001","Glider model","MOSTLY SYNTHETIC WITH COATED FABRIC WINGS","GEORGE CAYLEY'S GOVERNABLE PARACHUTE GILDER","","Unknown","Unknown","","","","","","","2","WINGS ARE BEIGE COLOUR/ BOAT AND AIR FRAME IS DARK BROWN/ FIGURINE IS DRESSED WITH WHITE SHIRT, BROWN VEST AND BLUE PANTS.","","VERY HIGH QUALITY GLIDER MODEL","","Aviation","Models","","","","","","","","synthetic->plastic~fibre","44.0 cm","28.0 cm","27.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0212.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0212.001.aa.cs.thumb.png"
"1966.0212.002","Stand","Synthetic","","","Unknown","Unknown","","","","","","","2","Clear synthetic stand.","","","","Aviation","Models","","","","","","","","synthetic->plastic","","","","","","","",""
"1966.0212.002","Stand","SYNTHETIC","","","Unknown","Unknown","","","","","","","2","CLEAR","","","","Aviation","Models","","","","","","","","synthetic","14.2 cm","15.2 cm","8.2 cm","","","","",""
"1966.0213.001","Glider model","SYNTHETIC AIRFRAME AND FIGURINE WITH COATED FABRIC WINGS","LILIENTHAL","","Unknown","Unknown","","","","","","","2","AIRFRAME IS BROWN/ WINGS ARE CREAM COLOUR/ FIGURINE HAS A WHITE SHIRT, BROWN VEST AND BLUE PANTS","","VERY HIGH QUALITY GLIDER MODEL","","Aviation","Models","","","","","","","","synthetic->plastic~fibre","22.0 cm","31.5 cm","14.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0213.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0213.001.aa.cs.thumb.png"
"1966.0213.002","Stand","SYNTHETIC","LILIENTHAL","","Unknown","Unknown","","","","","","","2","Clear synthetic stand.","","","","Aviation","Models","","","","","","","","synthetic->plastic","","","","","","","",""
"1966.0213.002","Stand","SYNTHETIC","","","Unknown","Unknown","","","","","","","2","CLEAR","","","","","","","","","","","","","synthetic","32.0 cm","14.6 cm","25.2 cm","","","","",""
"1966.0214.001","Glider model","PLASTIC AND METAL FRAME/ FABRIC COVERED WINGS","VUIA NR.1 1906","","Unknown","Unknown","","","","","","","2","SILVER FRAME/ COPPER WIRES/ WHITE COVERED WINGS AND PROPELLER","","","","Aviation","Models","","","","","","","","synthetic->plastic~fibre","","","","","","","",""
"1966.0214.002","Base","WOODEN BASE","","","Unknown","Unknown","","","","","","","2","BROWN WOODEN BASE","","","","Aviation","Models","","","","","","","","wood","14.2 cm","","","","","","",""
"1966.0214.002","Stand","PLASTIC AND METAL FRAME/","VUIA NR.1 1906","","Unknown","Unknown","","","","","","","2","","","","","Aviation","Models","","","","","","","","synthetic->plastic~metal","","","","","","","",""
"1966.0215.001","Lantern","METAL (INCLUDING GALVANIZED SHEET METAL, ANGLE IRON, COPPER & BRASS)~ GLASS LAMP CHIMNEY AND COVER. WOVEN FABRIC WICK.","","","Unknown","Unknown","","","","","","","2","GALVANIZED SHEET METAL HAS NATURAL FINISH~ SUSPENSION BRACKET AND ANGLE IRON MOUNTING BRACKETS ON BACK PAINTED BLACK~ COPPER FRAME SURROUNDS CASE FRONT.","","LIGHT SOURCE BELIEVED USED AS A MARKER OR BEACON.","EXAMPLE OF LARGE MARINE LANTERN. SIMILAR LOOKING LANTERNS WERE USED ON RAILWAY AND TROLLEY CARS.","Marine Transportation","Communications","","","","","","","","metal->iron~metal->copper~glass~fibre","62.0 cm","40.0 cm","105.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0215.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0215.001.aa.cs.thumb.png"
"1966.0215.002","Lamp assembly","METAL (INCLUDING GALVANIZED SHEET METAL, ANGLE IRON, COPPER & BRASS)~ GLASS LAMP CHIMNEY AND COVER. WOVEN FABRIC WICK.","","","Unknown","Unknown","","","","","","","2","GALVANIZED SHEET METAL HAS NATURAL FINISH~ SUSPENSION BRACKET AND ANGLE IRON MOUNTING BRACKETS ON BACK PAINTED BLACK~ COPPER FRAME SURROUNDS CASE FRONT.","","LIGHT SOURCE BELIEVED USED AS A MARKER OR BEACON.","EXAMPLE OF LARGE MARINE LANTERN. SIMILAR LOOKING LANTERNS WERE USED ON RAILWAY AND TROLLEY CARS.","Marine Transportation","Communications","","","","","","","","metal->iron~metal->copper~glass~fibre","62.0 cm","40.0 cm","105.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0215.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0215.002.aa.cs.thumb.png"
"1966.0216.001","Tube, vacuum discharge","GLASS TUBE~ METAL PARTS~ PAPER LABELS","","","Electro-Technic Products","United States of America","Illinois","Chicago","1972","","circa","","2","COLOURLESS TRANSPARENT GLASS~ PLATED & COATED METAL PARTS~ YELLOW LABELS","USED BY CANADA SCIENCE & TECHNOLOGY MUSEUM.","PHYSICS DEMONSTRATION EQUIPMENT USED TO DEMONSTRATE ELECTRON FLOW WITH HIGH VOLTAGE (10-20 KV) DC SUPPLY WITH PHOSPHORESCENT OBLIQUE SCREEN.","FOR SHOWING THAT ELECTRONS OF CATHODE RAY ARE ELECTRICALLY CHARGED & ARE DEFLECTED BY APPROACH OF MAGNET. CONSISTS OF EXHAUSTED GLASS CYLINDER WITH ELECTRODES AT EACH END & FLUORESCENT COATED SCREEN WITH SLIT MOUNTED LENGTHWISE WITH SLIT NEAREST NEGATIVE ELECTRODE. IN MAGNETIC FIELD, LUMINOUS LINE IS BENT EITHER UPWARD OR DOWNWARD, DEPENDING ON POLARITY OF MAGNET (REF. 1-2).","Physics","Demonstration & teaching equipment","Electrical","","","","","","","glass~metal~wood","34.0 cm","10.0 cm","20.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0216.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0216.001.aa.cs.thumb.png"
"1966.0216.002","Stand","TURNED WOOD","","","Electro-Technic Products","United States of America","Illinois","Chicago","","","","","2","PAINTED GLOSSY BLACK","","","","Physics","Demonstration & teaching equipment","Miscellaneous","","","","","","","wood","34.0 cm","10.0 cm","20.0 cm","","","","",""
"1966.0217.001","Manometer","Ferrous metal base & mount/ glass tube/ mercury/ metal hardware","379 05 BR 2","","Leybold-Heraeus","Germany","","","","","","","1","Colourless transparent glass tube/ mottled grey painted base & mount/ plated scale","Used by Canada Science and Technology Museum.","Instrument used to measure small changes in atmospheric pressure (+/- 10 cm of hg) in physics experiments.","Liquid column gauges consist of a vertical column of liquid in a tube whose ends are exposed to different pressures. The column will rise or fall until its weight is in equilibrium with the pressure differential between the two ends of the tube. The difference in liquid level represents the applied pressure. The concept of the manometer is now used in aviation instruments and weather forecasting, etc.","Physics","Pneumatics & air pressure","Gauges","","","","","","","metal->mercury~glass","","8.0 cm","22.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0217.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0217.001.aa.cs.thumb.png"
"1966.0218.001","Camera","CAST STEEL, GLASS LENS, GLASS CONTACT PLATE, ALUMINUM TRUNNION ARMS","60/K3","1931-1","Fairchild Aerial Camera Corp.","United States of America","New york","New york","1931","","","","3","PAINTED BLACK","","AERIAL PHOTOGRAPHY~ PHOTOGRAMMETRY","","Photography","Still cameras","Specialized","Exploration and Survey","Photogrammetry","Photographic equipment","Aviation","Miscellaneous","","metal->steel~metal->aluminum~glass","44.0 cm","34.5 cm","29.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0218.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0218.001.aa.cs.thumb.png"
"1966.0218.002","Mount, camera","CAST STEEL, BRASS(?) SLEEVE (FOR BRACKET)","","","Fairchild Aerial Camera Corp.","United States of America","New york","New york","","","","","3","","","","","Photography","Still cameras","Specialized","Exploration and Survey","Photogrammetry","Photographic equipment","Aviation","Miscellaneous","","metal->steel~metal->brass","32.0 cm","22.0 cm","9.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0218.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0218.002.aa.cs.thumb.png"
"1966.0218.003","Bracket, camera","CAST STEEL, BRASS THREADING","","","Fairchild Aerial Camera Corp.","United States of America","New york","New york","","","","","3","","","","","Photography","Still cameras","Specialized","Exploration and Survey","Photogrammetry","Photographic equipment","Aviation","Miscellaneous","","metal->steel~metal->brass","41.0 cm","30.0 cm","8.2 cm","","","","",""
"1966.0219.001","Cap, military wedge","BARATHEA FABRIC (UNIDENTIFIED)~ STEEL BUTTONS & INSIGNIA, FABRIC LINING (UNIDENTIFIED)","","","MOSS BROS. & CO. LTD.","England","","London","1918","1952","between","","1","DARK BLUE FABRIC~ GILT BUTTONS~ GILT INSIGNIA","","","","Aviation","Clothing","Head gear","","","","","","","fibre->~metal->steel","30.5 cm","2.0 cm","12.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0219.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0219.001.aa.cs.thumb.png"
"1966.0220.001","Cap, military wedge","BARATHEA FABRIC (UNIDENTIFIED)~ FABRIC LINING (UNIDENTIFIED)~ STEEL BUTTONS~ CAP BADGE: STEEL & MELTON FABRIC (UNIDENTIFIED)","","","Tip Top Tailors","","","","1952","1968","between","","1","DARK BLUE FABRIC~ GILT BUTTONS~ GILT INSIGNIA","","","","Aviation","Clothing","Head gear","","","","","","","fibre->~metal->steel","30.0 cm","2.5 cm","11.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0220.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0220.001.aa.cs.thumb.png"
"1966.0221.001","Propeller","WOOD & METAL","","","Unknown","Unknown","","","","","","","1","BLADES ARE PAINTED BLACK WITH YELLOW TIPS, BLADES ALSO HAVE METAL LEADING EDGE.","","","","Aviation","Aircraft parts","","","","","","","","wood~metal","335.0 cm","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0221.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0221.001.aa.cs.thumb.png"
"1966.0222.001","Notebook","PAPER PAGES/ HARDCOVER (COATED PAPER COVERS)","DRTE","","Unknown","Unknown","","","1956","1958","between","","2","BLACK WOVEN-TEXTURE COVERS/ RE-INFORCED SPINE","CHRONICLES WORK RELATED TO DEVELOPMENT OF DRTE PROTOTYPE TRANSISTORIZED COMPUTER (NMST 660193)","","","Computing Technology","Archives","Digital computing","","","","","","","paper","25.5 cm","20.7 cm","2.2 cm","","","","",""
"1966.0222.002","Notebook","PAPER PAGES/ HARDCOVER (COATED PAPER COVERS)","DRTE","","Unknown","Unknown","","","","","","","2","BLACK WOVEN-TEXTURE COVERS/ RE-INFORCED SPINE","CHRONICLES WORK RELATED TO DEVELOPMENT OF DRTE PROTOTYPE TRANSISTORIZED COMPUTER (NMST 660193)","","","Computing Technology","Archives","Digital computing","","","","","","","paper","25.5 cm","20.7 cm","2.2 cm","","","","",""
"1966.0223.001","Watch, pocket","GOLD/ STEEL/ GLASS","","06432I","Unknown","Unknown","","","","","","","1","POLISHED GOLD CASE/ BLACK HOUR AND MINUTE HANDS.","","SPECIALLY MADE WITH NO DIAL FACE AND A GLASS BACK SO THAT THE WORKS CAN BE SEEN FROM BOTH SIDES.","","Horology","Watches","Pocket","","","","","","","metal->gold~metal->steel~glass","5.8 cm","4.6 cm","1.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0223.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0223.001.aa.cs.thumb.png"
"1966.0224.001","Watch, pocket","GOLD/ STEEL/ GLASS","","06431I","Unknown","Unknown","","","","","","","1","POLISHED GOLD CASE/ BLACK HOUR AND MINUTE HANDS.","","SPECIALLY MADE WITH NO DIAL FACE AND A GLASS BACK SO THAT THE WORKS CAN BE SEEN FROM BOTH SIDES.","","Horology","Watches","Pocket","","","","","","","metal->gold~metal->steel~glass","5.8 cm","4.6 cm","1.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0224.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0224.001.aa.cs.thumb.png"
"1966.0225.001","Recorder, sunshine","NON-FERROUS METAL, INCLUDING BRASS/ GLASS SPHERE/ CARDBOARD CHART","MK III C","5480","Casella","England","","London","1958","","after","","4","BLACK PAINTED BASE AND PARTS/ BRASS COLOURED PARTS/ CLEAR COLOURLESS GLASS/ GREEN CHART","TYPE OF SUNSHINE RECORDER USED BY CANADIAN METEOROLOGICAL SERVICE IN CANADIAN CLIMATE STUDIES~ CAMPBELL-STOKES RECORDERS HAVE BEEN USED IN CANADA SINCE AT LEAST THE 1920'S.","AN INSTRUMENT FOR MEASURING THE DURATION OF SUNSHINE IN WHICH THE SUN'S RAYS, COLLECTED & FOCUSSED BY A SPHERE OF OPTICAL GLASS, BURN A TRACK IN A SPECIALLY PREPARED CARD.","THE CAMPBELL-STOKES RECORDER IS BASICALLY A RECORDING SUNDIAL, INVENTED IN 1853, ADAPTED FOR A PAPER CHART IN 1859, LATER GAINING AMEANS OF LATITUDE ADJUSTMENT. THIS ONE IS VERY SIMILAR TO CASELLA RECORDER IN M.S.C. 1966 & 1974 MANUALS & IN CASELLA'S 1958 CATALOGUE (SUPP. INFO.)","Meteorology","Sunshine intensity & duration measurement","Duration","","","","","","","metal->brass~glass->~paper->cardboard","19.5 cm","16.0 cm","21.7 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.001.aa.cs.thumb.png"
"1966.0225.002","Chart, recorder","cardboard","999 Equinoxes","","Canadian Charts & Supplies Ltd.","Canada","","","1958","","after","","4","green front with white markings/ white back","","Chart on which data from sunshine reocrder is recorded.","","Meteorology","Sunshine intensity & duration measurement","Parts & accessories","","","","","","","paper->cardboard","30.5 cm","3.9 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.002.aa.cs.thumb.png"
"1966.0225.003","Chart, recorder","cardboard","998 Summer","","Canadian Charts & Supplies Ltd.","Canada","","","1958","","after","","4","green front with white markings/ white back","","Chart on which data from sunshine reocrder is recorded.","","Meteorology","Sunshine intensity & duration measurement","Parts & accessories","","","","","","","paper->cardboard","31.3 cm","9.3 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.003.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.003.aa.cs.thumb.png"
"1966.0225.004","Sphere, sunshine recorder","glass","","","Casella","England","","London","1958","","after","","4","slightly yellowed, transparent","","","","Meteorology","Sunshine intensity & duration measurement","Parts & accessories","","","","","","","glass","","","","","","9.8 cm","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.004.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.004.aa.cs.thumb.png"
